Bo_gene	subgenome	At_gene
Bo6g046060	MF2	AT1G80930
Bo6g046050	MF2	AT1G80950
Bo9g069830	MF2	AT2G01150
Bo9g069840	MF2	AT2G01180
Bo9g069880	MF2	AT2G01190
Bo9g069890	MF2	AT2G01250
Bo9g069900	MF2	AT2G01300
Bo9g069910	MF2	AT2G01330
Bo9g069930	MF2	AT2G01340
Bo9g069950	MF2	AT2G01410
Bo9g070060	MF2	AT2G01490
Bo9g070070	MF2	AT2G01500
Bo9g070080	MF2	AT2G01505
Bo9g070100	MF2	AT2G01510
Bo9g070120	MF2	AT2G01520
Bo9g070200	MF2	AT2G01570
Bo9g070230	MF2	AT2G01580
Bo9g070240	MF2	AT2G01600
Bo9g070270	MF2	AT2G01610
Bo9g070290	MF2	AT2G01690
Bo9g070310	MF2	AT2G01740
Bo9g070360	MF2	AT2G01913
Bo9g070370	MF2	AT2G01940
Bo9g071440	MF2	AT2G01970
Bo9g071470	MF2	AT2G01980
Bo9g071480	MF2	AT2G02000
Bo9g071580	MF2	AT2G02030
Bo9g071520	MF2	AT2G02050
Bo9g071530	MF2	AT2G02060
Bo9g071610	MF2	AT2G02090
Bo9g071620	MF2	AT2G02100
Bo9g071640	MF2	AT2G02180
Bo9g071690	MF2	AT2G02450
Bo9g072730	MF2	AT2G02470
Bo9g072740	MF2	AT2G02590
Bo9g072790	MF2	AT2G02760
Bo9g072810	MF2	AT2G02790
Bo9g072830	MF2	AT2G02870
Bo9g072850	MF2	AT2G02950
Bo9g072860	MF2	AT2G03060
Bo9g072870	MF2	AT2G03070
Bo9g072900	MF2	AT2G03150
Bo9g072960	MF2	AT2G03160
Bo9g072970	MF2	AT2G03200
Bo9g073020	MF2	AT2G03240
Bo9g073040	MF2	AT2G03270
Bo9g073070	MF2	AT2G03330
Bo9g073080	MF2	AT2G03360
Bo9g073100	MF2	AT2G03410
Bo9g073110	MF2	AT2G03420
Bo9g073120	MF2	AT2G03430
Bo9g073150	MF2	AT2G03480
Bo9g073160	MF2	AT2G03510
Bo9g074380	MF2	AT2G03680
Bo9g074400	MF2	AT2G03710
Bo9g074410	MF2	AT2G03720
Bo9g074610	MF2	AT2G03830
Bo9g075680	MF2	AT2G04030
Bo3g084110	MF2	AT2G04160
Bo3g084280	MF2	AT2G04520
Bo3g084290	MF2	AT2G04530
Bo3g084300	MF2	AT2G04540
Bo3g084310	MF2	AT2G04550
Bo3g084320	MF2	AT2G04570
Bo3g084360	MF2	AT2G04740
Bo3g084370	MF2	AT2G04780
Bo3g085430	MF2	AT2G04780
Bo3g084380	MF2	AT2G04790
Bo3g085440	MF2	AT2G04790
Bo3g085470	MF2	AT2G04795
Bo3g085520	MF2	AT2G04842
Bo3g085530	MF2	AT2G04845
Bo3g085540	MF2	AT2G04860
Bo3g085550	MF2	AT2G04865
Bo3g085560	MF2	AT2G04880
Bo3g085630	MF2	AT2G04920
Bo7g081700	MF2	AT2G04925
Bo3g085580	MF2	AT2G04940
Bo3g085600	MF2	AT2G05070
Bo3g085610	MF2	AT2G05120
Bo3g085620	MF2	AT2G05160
Bo3g085650	MF2	AT2G05230
Bo3g086660	MF2	AT2G05320
Bo3g086680	MF2	AT2G05530
Bo3g086710	MF2	AT2G05590
Bo3g086720	MF2	AT2G05630
Bo3g086740	MF2	AT2G05760
Bo3g086780	MF2	AT2G05760
Bo3g086880	MF2	AT2G06050
Bo3g086870	MF2	AT2G06210
Bo3g086860	MF2	AT2G06530
Bo3g086850	MF2	AT2G06850
Bo3g086820	MF2	AT2G07020
Bo3g086810	MF2	AT2G07050
Bo3g086890	MF2	AT2G07180
Bo3g086800	MF2	AT2G07560
Bo9g022310	MF2	AT2G11520
Bo3g086970	MF2	AT2G11890
Bo3g086980	MF2	AT2G11910
Bo3g087000	MF2	AT2G12400
Bo3g087010	MF2	AT2G12462
Bo3g087030	MF2	AT2G12480
Bo3g087090	MF2	AT2G13350
Bo3g087080	MF2	AT2G13360
Bo3g087100	MF2	AT2G13440
Bo3g087110	MF2	AT2G13540
Bo3g087140	MF2	AT2G13570
Bo3g087150	MF2	AT2G13600
Bo3g087160	MF2	AT2G13610
Bo3g087220	MF2	AT2G13790
Bo3g087210	MF2	AT2G13810
Bo3g087260	MF2	AT2G13840
Bo3g087270	MF2	AT2G14045
Bo3g087130	MF2	AT2G14080
Bo3g088290	MF2	AT2G14095
Bo3g088270	MF2	AT2G14100
Bo3g088310	MF2	AT2G14260
Bo3g088320	MF2	AT2G14520
Bo3g088340	MF2	AT2G14530
Bo3g088390	MF2	AT2G14720
Bo3g088400	MF2	AT2G14750
Bo3g088410	MF2	AT2G14835
Bo3g088420	MF2	AT2G14850
Bo3g088550	MF2	AT2G14900
Bo3g090050	MF2	AT2G14960
Bo3g090040	MF2	AT2G14960
Bo3g088560	MF2	AT2G15000
Bo3g088580	MF2	AT2G15020
Bo3g088590	MF2	AT2G15042
Bo3g088600	MF2	AT2G15042
Bo3g088620	MF2	AT2G15130
Bo3g088670	MF2	AT2G15440
Bo3g088680	MF2	AT2G15480
Bo3g088690	MF2	AT2G15480
Bo3g088720	MF2	AT2G15500
Bo3g088740	MF2	AT2G15580
Bo3g088790	MF2	AT2G15690
Bo3g088820	MF2	AT2G15695
Bo3g088830	MF2	AT2G15730
Bo3g089950	MF2	AT2G15860
Bo3g089970	MF2	AT2G15880
Bo3g089980	MF2	AT2G15890
Bo3g089990	MF2	AT2G15910
Bo3g090000	MF2	AT2G15910
Bo3g090010	MF2	AT2G15960
Bo3g090030	MF2	AT2G15970
Bo3g090070	MF2	AT2G16070
Bo3g090130	MF2	AT2G16250
Bo3g090150	MF2	AT2G16280
Bo3g090170	MF2	AT2G16290
Bo3g091280	MF2	AT2G16430
Bo3g091360	MF2	AT2G16440
Bo3g091390	MF2	AT2G16510
Bo3g091400	MF2	AT2G16530
Bo3g091420	MF2	AT2G16580
Bo3g091440	MF2	AT2G16660
Bo3g091480	MF2	AT2G16700
Bo3g091500	MF2	AT2G16710
Bo3g091600	MF2	AT2G16720
Bo3g091620	MF2	AT2G16730
Bo3g091630	MF2	AT2G16740
Bo3g091660	MF2	AT2G16740
Bo3g091670	MF2	AT2G16770
Bo3g091760	MF2	AT2G16890
Bo3g091770	MF2	AT2G16900
Bo3g091780	MF2	AT2G16910
Bo3g091790	MF2	AT2G16920
Bo3g091800	MF2	AT2G16920
Bo3g091870	MF2	AT2G16950
Bo3g091880	MF2	AT2G16970
Bo3g091950	MF2	AT2G16970
Bo3g091960	MF2	AT2G17000
Bo3g092180	MF2	AT2G17090
Bo3g092210	MF2	AT2G17110
Bo3g092250	MF2	AT2G17120
Bo3g092260	MF2	AT2G17150
Bo3g092270	MF2	AT2G17190
Bo3g092280	MF2	AT2G17240
Bo3g092290	MF2	AT2G17265
Bo3g092300	MF2	AT2G17270
Bo3g092310	MF2	AT2G17290
Bo3g092370	MF2	AT2G17320
Bo3g092380	MF2	AT2G17350
Bo3g093460	MF2	AT2G17440
Bo3g093490	MF2	AT2G17520
Bo3g093540	MF2	AT2G17570
Bo3g093560	MF2	AT2G17580
Bo3g092320	MF2	AT2G17590
Bo3g093570	MF2	AT2G17620
Bo3g093600	MF2	AT2G17640
Bo3g093610	MF2	AT2G17660
Bo3g093630	MF2	AT2G17695
Bo3g093640	MF2	AT2G17700
Bo3g093670	MF2	AT2G17720
Bo3g092220	MF2	AT2G17730
Bo3g093720	MF2	AT2G17730
Bo3g093740	MF2	AT2G17760
Bo3g093750	MF2	AT2G17760
Bo3g093780	MF2	AT2G17760
Bo3g093820	MF2	AT2G17845
Bo3g093840	MF2	AT2G17930
Bo3g093850	MF2	AT2G17950
Bo3g093890	MF2	AT2G17980
Bo3g093900	MF2	AT2G17990
Bo3g093920	MF2	AT2G18010
Bo3g093930	MF2	AT2G18020
Bo3g093940	MF2	AT2G18040
Bo3g093950	MF2	AT2G18060
Bo3g093980	MF2	AT2G18160
Bo3g094040	MF2	AT2G18260
Bo3g094050	MF2	AT2G18290
Bo3g094060	MF2	AT2G18300
Bo3g094110	MF2	AT2G18328
Bo3g094120	MF2	AT2G18330
Bo3g094130	MF2	AT2G18360
Bo3g094140	MF2	AT2G18390
Bo3g094150	MF2	AT2G18400
Bo3g094190	MF2	AT2G18450
Bo3g094170	MF2	AT2G18450
Bo3g094180	MF2	AT2G18450
Bo3g094200	MF2	AT2G18460
Bo3g094230	MF2	AT2G18500
Bo3g094240	MF2	AT2G18540
Bo3g094280	MF2	AT2G18560
Bo3g094290	MF2	AT2G18560
Bo3g095300	MF2	AT2G18680
Bo3g095310	MF2	AT2G18740
Bo3g095320	MF2	AT2G18750
Bo3g095330	MF2	AT2G18870
Bo3g096350	MF2	AT2G18960
Bo3g096370	MF2	AT2G19070
Bo3g096380	MF2	AT2G19110
Bo8g102660	MF2	AT2G19520
Bo8g102670	MF2	AT2G19530
Bo8g102650	MF2	AT2G19580
Bo8g102640	MF2	AT2G19590
Bo8g102630	MF2	AT2G19600
Bo8g102620	MF2	AT2G19620
Bo8g102610	MF2	AT2G19730
Bo8g102600	MF2	AT2G19740
Bo8g102580	MF2	AT2G19750
Bo8g102540	MF2	AT2G19780
Bo8g102510	MF2	AT2G19880
Bo8g102500	MF2	AT2G19910
Bo8g102490	MF2	AT2G20030
Bo8g102480	MF2	AT2G20060
Bo8g102460	MF2	AT2G20060
Bo8g102440	MF2	AT2G20080
Bo8g102430	MF2	AT2G20100
Bo8g102420	MF2	AT2G20280
Bo8g102410	MF2	AT2G20300
Bo8g102350	MF2	AT2G20490
Bo8g102340	MF2	AT2G20540
Bo8g102330	MF2	AT2G20550
Bo8g102320	MF2	AT2G20562
Bo8g102300	MF2	AT2G20570
Bo8g102290	MF2	AT2G20585
Bo8g102280	MF2	AT2G20590
Bo8g102270	MF2	AT2G20610
Bo8g102260	MF2	AT2G20618
Bo8g102250	MF2	AT2G20630
Bo8g102240	MF2	AT2G20635
Bo8g102230	MF2	AT2G20670
Bo8g102220	MF2	AT2G20680
Bo8g102200	MF2	AT2G20760
Bo8g102160	MF2	AT2G20860
Bo8g102150	MF2	AT2G20870
Bo8g102140	MF2	AT2G20875
Bo8g102130	MF2	AT2G20880
Bo8g102120	MF2	AT2G20890
Bo8g102110	MF2	AT2G20900
Bo3g042450	MF2	AT2G20920
Bo3g042360	MF2	AT2G21650
Bo3g042300	MF2	AT2G23090
Bo3g042250	MF2	AT2G23810
Bo3g042230	MF2	AT2G24150
Bo3g041950	MF2	AT2G24820
Bo3g041960	MF2	AT2G24850
Bo3g041980	MF2	AT2G25290
Bo3g041990	MF2	AT2G25290
Bo3g042000	MF2	AT2G25420
Bo3g042010	MF2	AT2G25690
Bo3g042020	MF2	AT2G25730
Bo3g042030	MF2	AT2G25737
Bo3g042040	MF2	AT2G25740
Bo3g042050	MF2	AT2G25760
Bo3g042060	MF2	AT2G25790
Bo3g042070	MF2	AT2G26060
Bo3g042080	MF2	AT2G26150
Bo3g042090	MF2	AT2G26170
Bo3g042100	MF2	AT2G26180
Bo3g041900	MF2	AT2G26480
Bo3g041910	MF2	AT2G26510
Bo3g041920	MF2	AT2G26530
Bo3g041840	MF2	AT2G26580
Bo3g041810	MF2	AT2G26590
Bo3g041800	MF2	AT2G26600
Bo3g041790	MF2	AT2G26610
Bo3g041850	MF2	AT2G26660
Bo3g040400	MF2	AT2G26720
Bo3g041780	MF2	AT2G26800
Bo3g041670	MF2	AT2G27035
Bo3g041690	MF2	AT2G27050
Bo3g041660	MF2	AT2G27080
Bo3g041650	MF2	AT2G27110
Bo3g040610	MF2	AT2G27260
Bo3g040570	MF2	AT2G27330
Bo3g040560	MF2	AT2G27370
Bo3g040510	MF2	AT2G27430
Bo3g040500	MF2	AT2G27470
Bo3g040490	MF2	AT2G27490
Bo3g040480	MF2	AT2G27500
Bo3g040470	MF2	AT2G27510
Bo3g040460	MF2	AT2G27550
Bo3g040450	MF2	AT2G27580
Bo3g040410	MF2	AT2G27600
Bo3g040390	MF2	AT2G27710
Bo3g040380	MF2	AT2G27900
Bo3g040350	MF2	AT2G28000
Bo3g040330	MF2	AT2G28085
Bo3g040320	MF2	AT2G28105
Bo3g040290	MF2	AT2G28390
Bo3g040250	MF2	AT2G28470
Bo3g040240	MF2	AT2G28480
Bo3g040220	MF2	AT2G28500
Bo3g040200	MF2	AT2G28520
Bo3g040110	MF2	AT2G28550
Bo3g040100	MF2	AT2G28590
Bo3g040090	MF2	AT2G28605
Bo3g040080	MF2	AT2G28610
Bo3g040070	MF2	AT2G28720
Bo3g040060	MF2	AT2G28725
Bo3g040050	MF2	AT2G28740
Bo3g040040	MF2	AT2G28840
Bo3g040020	MF2	AT2G28870
Bo3g039960	MF2	AT2G29400
Bo3g039950	MF2	AT2G29420
Bo3g039880	MF2	AT2G29910
Bo3g039870	MF2	AT2G29940
Bo3g039860	MF2	AT2G29950
Bo3g024200	MF2	AT2G29980
Bo3g024220	MF2	AT2G29990
Bo3g024230	MF2	AT2G30000
Bo3g024260	MF2	AT2G30020
Bo3g024290	MF2	AT2G30060
Bo3g024300	MF2	AT2G30070
Bo3g024330	MF2	AT2G30110
Bo3g024350	MF2	AT2G30130
Bo3g024360	MF2	AT2G30140
Bo3g024400	MF2	AT2G30200
Bo3g024420	MF2	AT2G30230
Bo3g024440	MF2	AT2G30240
Bo3g024450	MF2	AT2G30250
Bo3g024470	MF2	AT2G30270
Bo3g024480	MF2	AT2G30300
Bo3g024490	MF2	AT2G30320
Bo3g024550	MF2	AT2G30370
Bo3g024580	MF2	AT2G30400
Bo3g024600	MF2	AT2G30410
Bo3g024610	MF2	AT2G30420
Bo3g024640	MF2	AT2G30470
Bo3g024680	MF2	AT2G30500
Bo3g024700	MF2	AT2G30520
Bo3g024710	MF2	AT2G30530
Bo3g024730	MF2	AT2G30580
Bo3g024750	MF2	AT2G30590
Bo3g024770	MF2	AT2G30620
Bo3g024800	MF2	AT2G30730
Bo3g024820	MF2	AT2G30750
Bo3g024830	MF2	AT2G30820
Bo3g024840	MF2	AT2G30860
Bo3g024860	MF2	AT2G30880
Bo3g024880	MF2	AT2G30890
Bo3g024900	MF2	AT2G30910
Bo3g025130	MF2	AT2G30950
Bo3g024940	MF2	AT2G31010
Bo3g024960	MF2	AT2G31050
Bo3g024970	MF2	AT2G31060
Bo3g024980	MF2	AT2G31083
Bo3g024990	MF2	AT2G31100
Bo3g025000	MF2	AT2G31110
Bo3g025010	MF2	AT2G31130
Bo3g025020	MF2	AT2G31140
Bo3g025030	MF2	AT2G31150
Bo3g025080	MF2	AT2G31150
Bo3g025090	MF2	AT2G31170
Bo3g025100	MF2	AT2G31180
Bo3g025110	MF2	AT2G31230
Bo3g025140	MF2	AT2G31270
Bo3g025150	MF2	AT2G31340
Bo3g025160	MF2	AT2G31345
Bo3g025170	MF2	AT2G31350
Bo3g025180	MF2	AT2G31360
Bo3g025210	MF2	AT2G31440
Bo3g025220	MF2	AT2G31450
Bo3g025240	MF2	AT2G31510
Bo3g025260	MF2	AT2G31530
Bo3g025280	MF2	AT2G31540
Bo3g025310	MF2	AT2G31560
Bo3g025320	MF2	AT2G31570
Bo3g025340	MF2	AT2G31580
Bo3g025350	MF2	AT2G31600
Bo3g026350	MF2	AT2G31610
Bo3g026360	MF2	AT2G31660
Bo3g026370	MF2	AT2G31680
Bo3g026380	MF2	AT2G31690
Bo3g026430	MF2	AT2G31760
Bo3g026440	MF2	AT2G31800
Bo3g026450	MF2	AT2G31810
Bo3g026460	MF2	AT2G31840
Bo3g026470	MF2	AT2G31880
Bo3g026500	MF2	AT2G31955
Bo3g026510	MF2	AT2G31970
Bo3g026520	MF2	AT2G31990
Bo3g026530	MF2	AT2G31990
Bo3g026540	MF2	AT2G32000
Bo3g026600	MF2	AT2G32260
Bo3g026610	MF2	AT2G32280
Bo3g026640	MF2	AT2G32295
Bo3g026630	MF2	AT2G32300
Bo3g026650	MF2	AT2G32340
Bo3g026670	MF2	AT2G32360
Bo3g026680	MF2	AT2G32390
Bo3g026690	MF2	AT2G32460
Bo3g026700	MF2	AT2G32500
Bo3g026710	MF2	AT2G32630
Bo3g026720	MF2	AT2G32640
Bo3g026740	MF2	AT2G32660
Bo3g026730	MF2	AT2G32670
Bo3g026760	MF2	AT2G32700
Bo3g026770	MF2	AT2G32710
Bo3g026780	MF2	AT2G32720
Bo3g026790	MF2	AT2G32730
Bo3g026830	MF2	AT2G32770
Bo3g026840	MF2	AT2G32790
Bo3g026850	MF2	AT2G32800
Bo3g026860	MF2	AT2G32800
Bo3g026870	MF2	AT2G32820
Bo3g027080	MF2	AT2G32830
Bo3g027060	MF2	AT2G32870
Bo3g027040	MF2	AT2G32900
Bo3g027020	MF2	AT2G32920
Bo3g027010	MF2	AT2G32930
Bo3g027000	MF2	AT2G32940
Bo3g026990	MF2	AT2G32950
Bo3g026970	MF2	AT2G32970
Bo3g026960	MF2	AT2G32980
Bo3g026900	MF2	AT2G33040
Bo3g027120	MF2	AT2G33090
Bo3g027140	MF2	AT2G33110
Bo3g027150	MF2	AT2G33150
Bo3g027160	MF2	AT2G33160
Bo3g027170	MF2	AT2G33190
Bo3g027200	MF2	AT2G33210
Bo3g027210	MF2	AT2G33220
Bo3g027240	MF2	AT2G33310
Bo3g027250	MF2	AT2G33360
Bo3g027260	MF2	AT2G33380
Bo3g027270	MF2	AT2G33390
Bo3g027300	MF2	AT2G33410
Bo3g027310	MF2	AT2G33420
Bo3g027320	MF2	AT2G33430
Bo3g027340	MF2	AT2G33460
Bo3g027370	MF2	AT2G33570
Bo3g027390	MF2	AT2G33585
Bo3g027400	MF2	AT2G33630
Bo3g027410	MF2	AT2G33690
Bo3g027420	MF2	AT2G33720
Bo3g027430	MF2	AT2G33730
Bo3g027460	MF2	AT2G33810
Bo3g027500	MF2	AT2G33880
Bo3g027520	MF2	AT2G34010
Bo3g027530	MF2	AT2G34020
Bo3g027570	MF2	AT2G34070
Bo3g027580	MF2	AT2G34080
Bo3g027620	MF2	AT2G34200
Bo3g027630	MF2	AT2G34210
Bo3g027640	MF2	AT2G34250
Bo3g027670	MF2	AT2G34330
Bo3g027710	MF2	AT2G34357
Bo3g027740	MF2	AT2G34420
Bo3g027780	MF2	AT2G34600
Bo3g027800	MF2	AT2G34670
Bo3g027810	MF2	AT2G34680
Bo3g027820	MF2	AT2G34690
Bo3g027980	MF2	AT2G34730
Bo3g028050	MF2	AT2G34790
Bo3g028090	MF2	AT2G34820
Bo3g028100	MF2	AT2G34840
Bo3g028120	MF2	AT2G34910
Bo3g028130	MF2	AT2G34930
Bo3g028140	MF2	AT2G35050
Bo3g028150	MF2	AT2G35060
Bo3g028170	MF2	AT2G35100
Bo3g028210	MF2	AT2G35190
Bo3g028220	MF2	AT2G35230
Bo3g028230	MF2	AT2G35240
Bo3g028240	MF2	AT2G35260
Bo3g028250	MF2	AT2G35270
Bo3g028260	MF2	AT2G35320
Bo3g028300	MF2	AT2G35530
Bo3g028310	MF2	AT2G35550
Bo3g028320	MF2	AT2G35580
Bo3g028370	MF2	AT2G35612
Bo3g028380	MF2	AT2G35615
Bo3g028390	MF2	AT2G35620
Bo3g028400	MF2	AT2G35630
Bo3g028420	MF2	AT2G35650
Bo3g028430	MF2	AT2G35658
Bo3g028480	MF2	AT2G35680
Bo3g028490	MF2	AT2G35690
Bo3g028500	MF2	AT2G35700
Bo3g028520	MF2	AT2G35760
Bo3g028530	MF2	AT2G35765
Bo3g028540	MF2	AT2G35790
Bo3g028550	MF2	AT2G35795
Bo3g028560	MF2	AT2G35800
Bo3g028570	MF2	AT2G35800
Bo3g028580	MF2	AT2G35840
Bo3g028590	MF2	AT2G35850
Bo3g028600	MF2	AT2G35860
Bo3g028610	MF2	AT2G35880
Bo3g028640	MF2	AT2G35890
Bo3g028660	MF2	AT2G35900
Bo3g028670	MF2	AT2G35910
Bo3g028690	MF2	AT2G35920
Bo3g029820	MF2	AT2G35930
Bo3g029830	MF2	AT2G35940
Bo3g029860	MF2	AT2G35960
Bo3g029870	MF2	AT2G35990
Bo3g029880	MF2	AT2G36000
Bo3g029900	MF2	AT2G36010
Bo3g029910	MF2	AT2G36100
Bo3g029980	MF2	AT2G36210
Bo3g029990	MF2	AT2G36230
Bo3g030000	MF2	AT2G36305
Bo3g030040	MF2	AT2G36310
Bo3g030050	MF2	AT2G36320
Bo3g030060	MF2	AT2G36325
Bo3g030090	MF2	AT2G36400
Bo3g030100	MF2	AT2G36410
Bo3g030120	MF2	AT2G36420
Bo3g030150	MF2	AT2G36470
Bo3g030160	MF2	AT2G36530
Bo3g030190	MF2	AT2G36560
Bo3g030220	MF2	AT2G36570
Bo3g030250	MF2	AT2G36620
Bo3g030270	MF2	AT2G36650
Bo3g031320	MF2	AT2G36870
Bo3g031350	MF2	AT2G36880
Bo3g031390	MF2	AT2G36890
Bo3g031410	MF2	AT2G36910
Bo3g031420	MF2	AT2G36930
Bo3g031430	MF2	AT2G36950
Bo3g031450	MF2	AT2G37020
Bo3g031460	MF2	AT2G37025
Bo3g031470	MF2	AT2G37030
Bo3g031480	MF2	AT2G37050
Bo3g031490	MF2	AT2G37060
Bo3g031500	MF2	AT2G37080
Bo3g031510	MF2	AT2G37110
Bo3g031520	MF2	AT2G37130
Bo3g031530	MF2	AT2G37150
Bo3g031560	MF2	AT2G37190
Bo3g031580	MF2	AT2G37195
Bo3g031610	MF2	AT2G37220
Bo3g031620	MF2	AT2G37230
Bo3g031640	MF2	AT2G37250
Bo3g031650	MF2	AT2G37260
Bo3g031680	MF2	AT2G37340
Bo3g031700	MF2	AT2G37380
Bo3g031710	MF2	AT2G37410
Bo3g031750	MF2	AT2G37420
Bo3g031760	MF2	AT2G37420
Bo3g031720	MF2	AT2G37430
Bo3g031730	MF2	AT2G37440
Bo3g031740	MF2	AT2G37450
Bo3g031770	MF2	AT2G37480
Bo3g031790	MF2	AT2G37530
Bo3g031820	MF2	AT2G37580
Bo3g031830	MF2	AT2G37590
Bo3g031870	MF2	AT2G37620
Bo3g031880	MF2	AT2G37630
Bo3g031890	MF2	AT2G37650
Bo3g031900	MF2	AT2G37700
Bo3g031930	MF2	AT2G37710
Bo3g032010	MF2	AT2G37840
Bo3g032020	MF2	AT2G37860
Bo3g032030	MF2	AT2G37880
Bo3g032040	MF2	AT2G37890
Bo3g032050	MF2	AT2G37900
Bo3g032060	MF2	AT2G37920
Bo3g032070	MF2	AT2G37940
Bo3g032080	MF2	AT2G37950
Bo3g032090	MF2	AT2G37970
Bo3g032110	MF2	AT2G37990
Bo3g032120	MF2	AT2G38020
Bo3g032130	MF2	AT2G38025
Bo3g032140	MF2	AT2G38040
Bo3g032150	MF2	AT2G38080
Bo3g032160	MF2	AT2G38090
Bo3g032190	MF2	AT2G38120
Bo3g032230	MF2	AT2G38185
Bo3g032250	MF2	AT2G38240
Bo3g032300	MF2	AT2G38240
Bo3g032310	MF2	AT2G38250
Bo3g032640	MF2	AT2G38255
Bo3g032320	MF2	AT2G38270
Bo3g032350	MF2	AT2G38310
Bo3g032380	MF2	AT2G38320
Bo3g032400	MF2	AT2G38330
Bo3g032410	MF2	AT2G38360
Bo3g032420	MF2	AT2G38370
Bo3g032460	MF2	AT2G38400
Bo3g032470	MF2	AT2G38430
Bo3g032490	MF2	AT2G38450
Bo3g032500	MF2	AT2G38470
Bo3g032510	MF2	AT2G38480
Bo3g032520	MF2	AT2G38490
Bo3g032530	MF2	AT2G38500
Bo3g032540	MF2	AT2G38560
Bo3g032550	MF2	AT2G38570
Bo3g032560	MF2	AT2G38580
Bo3g032600	MF2	AT2G38580
Bo3g032610	MF2	AT2G38610
Bo3g032650	MF2	AT2G38620
Bo3g032660	MF2	AT2G38640
Bo3g032680	MF2	AT2G38650
Bo3g032710	MF2	AT2G38670
Bo3g032730	MF2	AT2G38710
Bo3g032750	MF2	AT2G38740
Bo3g032780	MF2	AT2G38780
Bo3g032790	MF2	AT2G38790
Bo3g032820	MF2	AT2G38800
Bo3g032830	MF2	AT2G38810
Bo3g032840	MF2	AT2G38820
Bo3g032890	MF2	AT2G38840
Bo3g032960	MF2	AT2G38905
Bo3g033000	MF2	AT2G38940
Bo3g033010	MF2	AT2G38950
Bo3g034010	MF2	AT2G38995
Bo3g034080	MF2	AT2G39010
Bo3g034060	MF2	AT2G39020
Bo3g034050	MF2	AT2G39040
Bo3g034100	MF2	AT2G39050
Bo3g034110	MF2	AT2G39060
Bo3g034130	MF2	AT2G39180
Bo3g034140	MF2	AT2G39190
Bo3g034150	MF2	AT2G39200
Bo3g034200	MF2	AT2G39210
Bo3g034210	MF2	AT2G39220
Bo3g034220	MF2	AT2G39260
Bo3g034250	MF2	AT2G39300
Bo3g034260	MF2	AT2G39310
Bo3g034280	MF2	AT2G39360
Bo3g034300	MF2	AT2G39390
Bo3g034310	MF2	AT2G39400
Bo3g034320	MF2	AT2G39430
Bo3g034330	MF2	AT2G39435
Bo3g034340	MF2	AT2G39460
Bo3g034350	MF2	AT2G39480
Bo3g034360	MF2	AT2G39620
Bo3g034370	MF2	AT2G39630
Bo3g034380	MF2	AT2G39650
Bo3g034390	MF2	AT2G39660
Bo3g034400	MF2	AT2G39700
Bo3g034410	MF2	AT2G39720
Bo3g034420	MF2	AT2G39730
Bo3g034430	MF2	AT2G39750
Bo3g034440	MF2	AT2G39760
Bo3g034460	MF2	AT2G39770
Bo3g034470	MF2	AT2G39800
Bo3g034480	MF2	AT2G39805
Bo3g034500	MF2	AT2G39830
Bo3g034520	MF2	AT2G39840
Bo3g034560	MF2	AT2G39910
Bo3g034570	MF2	AT2G39940
Bo3g034580	MF2	AT2G39960
Bo3g034590	MF2	AT2G39980
Bo3g034600	MF2	AT2G39990
Bo3g034610	MF2	AT2G40000
Bo3g034620	MF2	AT2G40010
Bo3g034650	MF2	AT2G40030
Bo3g034660	MF2	AT2G40070
Bo3g034670	MF2	AT2G40080
Bo3g034710	MF2	AT2G40116
Bo3g034740	MF2	AT2G40130
Bo3g034750	MF2	AT2G40140
Bo3g034760	MF2	AT2G40150
Bo3g034770	MF2	AT2G40170
Bo3g034790	MF2	AT2G40200
Bo3g034810	MF2	AT2G40220
Bo3g034840	MF2	AT2G40230
Bo3g034850	MF2	AT2G40260
Bo3g034860	MF2	AT2G40270
Bo3g034870	MF2	AT2G40280
Bo3g034880	MF2	AT2G40290
Bo3g034890	MF2	AT2G40310
Bo3g034900	MF2	AT2G40330
Bo3g034970	MF2	AT2G40460
Bo3g034980	MF2	AT2G40470
Bo3g035000	MF2	AT2G40475
Bo3g035020	MF2	AT2G40480
Bo3g035030	MF2	AT2G40530
Bo3g035070	MF2	AT2G40620
Bo3g035080	MF2	AT2G40630
Bo3g035090	MF2	AT2G40640
Bo3g035100	MF2	AT2G40650
Bo3g035110	MF2	AT2G40670
Bo3g035120	MF2	AT2G40730
Bo3g035130	MF2	AT2G40740
Bo3g035140	MF2	AT2G40750
Bo3g035180	MF2	AT2G40815
Bo3g035210	MF2	AT2G40830
Bo3g035220	MF2	AT2G40850
Bo3g035230	MF2	AT2G40860
Bo3g035240	MF2	AT2G40880
Bo3g035250	MF2	AT2G40890
Bo3g035260	MF2	AT2G40900
Bo3g035300	MF2	AT2G40900
Bo3g035340	MF2	AT2G41090
Bo3g035400	MF2	AT2G41090
Bo3g035410	MF2	AT2G41130
Bo3g035420	MF2	AT2G41140
Bo3g035430	MF2	AT2G41180
Bo3g035440	MF2	AT2G41190
Bo3g035450	MF2	AT2G41200
Bo3g035460	MF2	AT2G41210
Bo3g035470	MF2	AT2G41220
Bo3g035570	MF2	AT2G41310
Bo3g035590	MF2	AT2G41342
Bo3g035640	MF2	AT2G41430
Bo3g035660	MF2	AT2G41480
Bo3g035670	MF2	AT2G41500
Bo3g035690	MF2	AT2G41530
